longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.5328972065672,40.7009887390093,28.72044908447495,15905.699917357717,5528.883857570239,11707.485121552289,4887.935711099477,3.4752135721197015,<1H OCEAN,111525.0243680596
-122.15145544474473,32.21269410850387,5.167992633085691,10572.521973819254,1310.7329286630272,18177.386304402684,5617.042086264428,7.562696892691881,<1H OCEAN,237512.67785306004
-114.30415372235441,40.74701672684199,24.37333271796148,8214.906882394578,6073.880318858616,6916.864031029703,3081.5936825838785,13.234660782119025,INLAND,223439.49487844537
-116.24867176638885,37.28937134027212,25.719510643632397,19322.621822960482,4479.380661709744,28181.688384421104,5701.725062444831,8.145199674284818,NEAR OCEAN,290411.1998241724
-114.60501058435811,41.39067698512896,9.454501548327062,10742.813175192157,5351.452609207516,6504.636083590677,3214.5981337657227,13.983121993261246,NEAR BAY,428868.803515664
-115.05172649572351,39.98783235773665,49.230605497014395,11499.89167256021,3615.6833114024457,2976.565247261656,2365.7487771048477,7.5150550004505465,NEAR BAY,312539.90683235077
-118.02100021188915,41.979341105333376,44.34874394551376,26270.929026855334,5067.0790425549885,15270.302184421436,5089.37056818882,7.611511902671274,<1H OCEAN,77700.50491999967
-114.78125764976883,35.5071181545171,35.120139203784525,38741.55619333229,106.28638230919739,23041.785460393647,2958.4032800380764,2.2363284332577122,<1H OCEAN,344937.0635612848
-123.11507497948081,39.67188288931127,24.57707361103097,24146.280747973884,5319.6543806422,15321.775722199147,2831.9431608765735,12.138515540207187,<1H OCEAN,53719.38407563628
-122.04017137580855,36.019309136092424,22.000042620809936,3081.0247236645214,261.862445195797,9688.564355899947,2942.38462396956,4.080998480772406,INLAND,400982.2072431769
-123.54772711089461,36.79875620303909,34.19964682469866,3025.193386934971,5784.547032982244,19537.316922613754,5080.863226216602,13.544381095898569,NEAR OCEAN,349986.2325850589
-120.74669669236735,38.2750546321837,28.817025339752178,38057.02598738095,6447.765894303943,12147.04073242076,4991.817308586625,13.706951194790744,NEAR BAY,188953.5462586637
-120.11322710310517,40.736771141863386,4.175928399976167,11893.03703071273,1912.144436686879,32650.570551361776,2421.716434648827,14.17799662217517,ISLAND,181598.81206528208
-121.28650968226104,41.84083469199295,27.137635087286917,3684.4953093268523,1367.860297301373,32292.81195070621,2000.4658593632796,8.043342091994806,INLAND,409222.8484458375
-115.7126249084807,39.68273413864518,42.12658447887481,23962.58539684096,4975.096501713407,17584.506583563423,2952.0762162107367,10.317859879362842,NEAR BAY,402501.5113660792
-120.4324667330641,36.17766782167334,24.42123375744486,24946.703834054064,1645.4181896407256,11477.956138656993,3437.062285912917,11.78848026089412,NEAR OCEAN,208536.05946954197
-121.19065490312619,36.2135700227707,3.649785455267689,25940.895795107288,5626.28992823615,25800.423091240496,1430.7849265573536,2.399711970431751,INLAND,184526.47763590113
-118.57303916841751,39.37582301588891,41.10018816858569,10697.546310245936,669.3740064314411,1287.8428830768833,4763.936553208828,9.21387932746371,NEAR BAY,301921.1549972555
-122.59075775025238,34.38777145768302,11.269552888934694,606.3971472105724,819.5828212694494,16618.49090450966,2919.4101116288048,0.9973195688980192,INLAND,53764.54699286488
-115.9780301924596,33.10474113131394,14.189662579289978,38600.68474743996,6364.5059565989,11773.309829278862,2004.9392449713375,7.714708209136525,NEAR BAY,87200.16709394404
-123.25449356320229,35.54622157640777,9.40002402504709,10037.220041552717,4380.2789998567605,32218.994370934106,641.8191367909797,2.7452188834932976,NEAR BAY,106776.31556693153
-114.13113063399483,34.87238991654082,17.840968308446374,27041.699469525796,5504.920071563764,423.06994546207096,1433.832117261238,3.1523824264502283,NEAR OCEAN,133435.31802222837
-116.27755230703343,34.9630812045599,39.594326790120384,28265.781535408627,2108.8166234075156,19349.862205515063,5695.737749364146,5.793189717042722,ISLAND,280408.1570039611
-122.01284318465828,34.3360775104991,27.488678834700803,24401.076668345268,4397.467888134408,25924.00334658871,1831.29302123034,6.770338917389294,NEAR OCEAN,496508.8616875049
-123.94477882876397,32.42093189636362,11.44894498168634,12517.6699537575,3862.9776356785733,16977.17450937887,1013.9868769128449,9.536000155716716,NEAR BAY,343676.0307863091
-115.84538571545166,32.17873934733414,45.76933398575408,10845.307958055102,3920.8726306790327,2991.84984660477,2764.5760771383043,1.579212067358477,INLAND,77584.45750215062
-116.93142656152384,41.87722389736032,45.85867460252799,23907.53597154272,4436.778454535653,34036.23126680649,1843.2193724181318,7.803530537942947,NEAR OCEAN,286510.7183280088
-116.70992831959012,36.277731337358624,45.399499677346355,34644.09315320044,3740.2592661660115,18131.8110668693,211.92034237689373,3.148064388669966,ISLAND,273490.345575277
-116.28729653314055,35.84326647159682,13.178606780458503,37869.455689477974,2789.476338098026,21497.67599243244,1939.5481584592242,8.822640037960257,NEAR BAY,114875.51711812228
-123.2595534826591,38.796472826930696,24.013206553230393,4238.020364541498,1794.221590779174,8283.632565414633,3265.107635012872,9.74236687778716,NEAR OCEAN,464122.56596108346
-120.41534271455727,34.18253887865064,51.23447246318463,6194.834846683599,4996.0100696049,16923.982484482814,3310.7225197477815,8.572284220016382,NEAR OCEAN,248344.36145391603
-122.8413094047487,41.49961183950225,40.372636291809506,37789.56087880562,1471.5445225907072,15021.944770065391,2139.9969681401553,11.20528490193546,NEAR OCEAN,497551.6132743829
-115.36896574124407,39.86345014415552,2.385538482503551,29461.936062935034,4500.610635697538,2624.129782543425,2684.369234759351,5.36633404149307,NEAR OCEAN,239032.53286347393
-117.76701873172442,32.89411002312259,4.3254341542850945,35319.98700554126,1517.4300143979738,3718.29389310071,5793.141991490364,11.594045578680397,INLAND,323580.9662076242
-120.6910197514735,36.175807757849284,24.66050021742897,8106.900100145455,4065.020774533996,29312.025769098254,2264.7135149046394,6.775122684768808,ISLAND,97143.14140314804
-123.36441649713976,40.791183075621646,47.37023049893957,23504.259672633856,4856.2616580715585,8395.978867374039,1550.102652746638,7.520675225677653,ISLAND,254402.52071309116
-120.89017678284338,41.4473202229141,28.473791695588424,28046.18149751011,1422.4215640035982,6825.954627637573,1461.5587973564939,9.897480845285536,NEAR BAY,157444.65230178798
-120.74816677973253,36.674015112498694,26.388437909748802,27205.115194108013,390.5715122976425,17673.386059401124,2747.129911612101,0.7661965679887475,<1H OCEAN,426004.15935705573
-116.70393821661936,38.13411389210708,6.37915869778816,16327.251331286192,852.1983557191373,26906.843356293866,4557.361372152947,9.9829162105936,INLAND,402763.8131903929
-117.62442528644787,33.67033946092075,34.495785340938994,617.7648778689564,3939.3742902943945,2170.94231070884,1236.7231169466506,9.469484661545673,NEAR BAY,420880.9998314113
-115.12787257423673,41.911686261369766,42.927261190611496,23317.876420056917,5521.552194061055,20189.546763580038,4256.067466717468,4.992783192922559,NEAR BAY,375624.24699107814
-119.2778507483805,34.316717013834435,20.40142038288568,10125.55536410599,293.43434120902293,4175.007868091546,127.87779027314829,1.7440171310425976,NEAR OCEAN,424707.450629023
-122.80405754061698,41.42731774135126,40.5562043971917,18011.269337223326,4772.249032511659,1279.027395744169,2514.1789349256924,1.8185640237390965,<1H OCEAN,140372.9375787144
-116.86755212777005,38.496466489923684,50.188309348941395,38303.32544132252,2219.229880029389,1848.880093821122,4655.414526151519,13.886744331285815,<1H OCEAN,253419.69946091075
-116.39214951383103,38.07736794878859,11.392089415512144,15962.614635062104,3110.955876106977,29196.241294970823,2033.059001690814,10.494550157774638,INLAND,361331.0959756857
-118.38722802430503,37.126885110165084,27.689811190931806,33592.38466336374,6037.658214446331,4131.683009531271,3382.858871570951,2.3429878996757356,<1H OCEAN,336826.6240708107
-116.29032820045438,34.30669811717759,15.644035862313352,7543.247148758547,2158.4828092782595,1583.1623003369814,1230.6704177226388,5.672485954979142,NEAR BAY,372359.51729333913
-119.0620440363561,33.76528032005508,41.43557537072581,26899.075000005105,3025.22473367272,15328.182350340501,4452.230351365908,9.091003411573148,<1H OCEAN,150916.2724180543
-118.77267170618006,34.20486209070175,30.457261659939032,39080.32416364886,89.9220135296665,29540.23953755504,314.62234050928896,12.615789723814407,<1H OCEAN,94295.61907024539
-119.72458981641451,33.864382621442545,33.36370329506549,4077.5202487157258,531.3100813114445,9186.5059519961,5115.403326608127,1.1330834663386238,ISLAND,462562.96013364935
-123.74580873255904,39.79584473566753,41.693622140410596,334.7810492032261,1681.5867507849614,14761.676475554495,1189.9801221435873,3.9311804063151286,NEAR BAY,302077.35300531134
-122.92108573006695,35.5012525916673,21.1944941057852,17344.44453971931,182.01171309616254,1400.1688721336016,5246.513792218276,13.40136035928301,<1H OCEAN,119221.66602833493
-123.68570814313266,32.578426765633964,47.669593488759205,3706.834071088585,4104.308243987583,15719.40075917825,2115.8229185618034,0.6329004776653391,<1H OCEAN,407046.4618493127
-117.6358958873622,41.691026301408115,28.184472229553137,29935.877218349902,2772.1629208537447,20217.724983057768,4336.378763272445,3.420286990511367,NEAR OCEAN,461718.47148317716
-120.85644018923674,40.83785884963426,9.055695964602748,36582.11745661466,3563.395672529415,19983.03416016381,1916.0325614193446,14.405850551608006,<1H OCEAN,126303.58335699908
-118.91429308835298,41.277522831952126,36.490855026608926,17361.970866404936,1136.0320611402458,11636.936946026257,5435.564115736651,9.394326774571482,<1H OCEAN,417835.60487109976
-114.92433526073907,41.94907822646435,41.45632887235097,10349.948262933327,1924.2622593085682,11045.714723667754,760.6961159847278,4.2942348162438435,ISLAND,469951.2775936077
-121.50707770851125,33.738952492194876,17.15484553044386,17377.263953626378,4315.19526206786,3734.506791924116,1071.9402158463197,1.4713708687397902,NEAR BAY,472262.7201332078
-119.8961707696437,35.96242018902659,44.7161421069364,28938.46581836434,6274.502400873968,12839.840827657454,2958.687720827655,0.9087744364847212,INLAND,461370.4077440755
-116.44448861456951,39.58238475704091,47.213305993054085,364.1483548916784,328.65861164075756,3485.014926547144,492.54869578983863,4.048803654735446,NEAR BAY,295889.45556204626
-121.71201834508378,38.960206180537924,15.122128856268255,23578.980671408917,5787.607701238374,26831.55827708767,1176.6851280258697,13.281544384039202,NEAR OCEAN,210295.09276424116
-123.23020090171207,33.53895906339855,51.159595108476324,24532.440812125387,3750.150927321544,33819.70159829326,5662.654526889874,6.530747987313887,NEAR BAY,53272.76346230418
-121.10248547086232,40.158331249906176,8.17628793048668,25508.254499343628,3665.9132643447983,33952.69575996474,5858.961477226175,10.944833852906898,<1H OCEAN,77410.50209218719
-122.38778712745996,34.24440571836661,11.302799088526989,9682.399155075127,3252.3102003152344,30277.89326484066,2258.179716653201,13.815133013009387,NEAR OCEAN,242977.5568838258
-114.70302347657427,34.23817614822623,10.395466801139332,28562.680829678313,451.99216429128785,21028.92285043865,5539.7928400626,6.41658669324084,NEAR BAY,229696.76587617965
-115.91879620435583,37.36974422893414,46.593475210401394,3657.4766702983925,585.1096594333081,24531.196806444066,3269.403229364917,3.2735218800422574,NEAR OCEAN,133121.25930644746
-117.66596243489576,37.92939934841703,34.368920168573055,7972.414917999099,3906.3271247784005,9984.34747640645,1619.1850527767285,7.998209997425333,INLAND,227966.01261424558
-115.28539409812282,37.80086207837811,8.757318444335915,35099.04692608597,2216.8897557596933,22078.072394781204,4214.689927762512,13.66721346236789,NEAR BAY,128592.52945491564
-115.96327923100885,32.91486837397755,23.4564943367858,29549.4485827612,5962.325164688346,15949.36728174739,3953.7519376425685,12.163429004996658,<1H OCEAN,431956.06374912825
-122.13429941113964,40.7746086263038,32.3801992785599,551.7946693457874,2643.4319022992104,16872.160840173306,5934.762789333291,1.45453272876573,NEAR OCEAN,184187.6950440195
-115.07441001510023,34.65600042588706,5.256668334458547,9936.553662271268,932.1862001084644,26522.906283449403,1591.0186771682904,10.542305601124937,ISLAND,319353.9575712395
-118.60657758084349,33.29514921282804,46.00323478877427,8577.830506760596,4645.957698929732,9869.296690837016,4032.684956467751,8.792514075654829,NEAR OCEAN,276279.377899589
-115.92559844835938,40.88748079868977,41.983780307518295,10833.71150882283,1907.5038859451229,11133.432290473113,313.0905064216519,13.65821605702317,ISLAND,73346.9349172965
-115.03908700076506,41.556514982297536,26.76554545240855,9903.895691654896,3416.0315275059497,32362.688764128896,682.7625861416197,2.2759805443293097,<1H OCEAN,474005.1737710248
-120.81996525028136,40.621276172654504,50.32345737821769,2502.926777122344,4536.2152729981,1970.6816468994757,24.50633133160848,8.24352364146752,INLAND,287251.6902127175
-122.89948075472323,40.095160747248784,22.305809943030084,18358.70278283962,5851.816458702256,16998.74354157167,5996.764625676979,13.252209055922439,ISLAND,196275.93952631688
-121.72064837458058,38.55241980639022,51.18962627086139,29309.873524497034,5149.450575016093,31948.289611873937,4813.839909187719,6.445344907755273,INLAND,121156.95633488071
-119.72892211373744,37.5085737060914,35.06391993898498,24270.055525248023,4396.670580104834,21363.87418461204,4720.551365386511,7.488926307126572,NEAR OCEAN,202336.9856270761
-115.81985234077507,32.8698675991141,33.368234935951016,26915.521000585995,4417.936052386038,19125.608376201988,3058.84672565379,1.5216798261708953,<1H OCEAN,59230.22136052528
-115.39269416743656,36.08453213070699,9.463699660085036,3247.8048430924937,6148.56426156453,8743.297040489744,1801.102430349734,4.5330827865092065,ISLAND,213601.16990673397
-123.93047869468809,35.72688517012314,45.97831567353684,38059.72542565114,1923.5608096299877,12016.612290788496,908.4344424915929,5.205346412949736,NEAR OCEAN,289168.6672870272
-118.89252697422434,34.59753783760326,22.80197408395137,33539.996370053304,8.227500181021963,29822.13840791684,1708.7637583399355,14.20427550680086,NEAR BAY,442339.81063292513
-119.82588996851221,39.23420113688585,9.273903694906448,32204.002559189517,1768.4326815288932,19573.95695750073,2256.451360352906,4.598676727846806,NEAR OCEAN,359318.48796400893
-121.7789218952927,36.95875735078771,1.6429835187637112,32919.70623406061,1417.0760761942092,18017.432554906027,4538.104271784784,7.182596661409954,INLAND,100212.04090995862
-122.80134632666318,32.81046215907648,29.54753986555751,37308.554904294186,4302.262968655874,3487.991234760392,3238.4310716300115,10.233914141682057,<1H OCEAN,116485.84599708249
-120.62384828596372,34.20183201949811,27.897380728256493,21771.07013661568,4119.491686876173,563.9373914599439,465.82427570634064,2.8516588999142223,<1H OCEAN,242655.5155182686
-114.5709029608748,38.83258763659596,37.68703474082709,8012.880150669301,3857.905526198,33729.09054848066,109.15602474451453,7.55341461355718,NEAR OCEAN,138068.48823745453
-120.76797067979244,32.761308594903,46.40316070390791,24672.11074688594,106.5661374182396,13196.384896537596,614.8907450248448,11.20881607240066,NEAR BAY,62532.399912240086
-118.81209378256634,40.51206914048769,5.049735816794506,29715.773983730225,4737.328575874758,21113.647534296353,2463.5817834705786,13.069400588892458,INLAND,412256.6960531316
-116.96981041104823,36.95146527013974,38.30632100735848,29517.219899374308,2103.6241507432096,2792.788416335413,5599.224309377061,9.580759482605187,NEAR OCEAN,58785.156814097354
-120.36370397620706,36.80586577326648,10.558009148976693,20858.91806862687,4323.198872554096,23909.95065744946,3824.7774847741202,10.201275972095745,NEAR OCEAN,423810.3223391063
-114.28217917279039,37.924077846595175,44.76702971101536,2740.211855904455,3618.2032068354947,32640.037104582516,4811.1535733532155,2.3311103524762498,<1H OCEAN,114846.7833648347
-114.37552705057888,40.24680965925149,42.77223920694446,14845.775311328252,2228.4082843559686,20149.556859150696,2798.7811924327866,14.213759210072034,INLAND,488605.28486320225
-121.48217704174635,35.478092079021934,28.580481504262764,36830.822805317366,875.6111599095963,4416.657937172244,2170.6348330870615,2.4223241235249944,NEAR BAY,321743.2603217855
-119.02751494107615,38.780161525590636,37.22238272978889,23378.787492477528,614.6284158954657,20361.508296989265,651.2938359270197,11.732757589136076,<1H OCEAN,380742.33723345294
-120.9912169018323,37.65731963995791,17.031855772371166,21534.201066342026,5405.037646896341,26822.853417023518,5255.722200095043,4.339836665785623,NEAR OCEAN,99717.6325856292
-121.15159505622532,34.67028270169421,25.029562845573547,10755.602868258977,5969.665625988046,14226.359530480931,4699.1770141383895,14.037100583668147,<1H OCEAN,437946.83305316605
-123.63113052645467,40.78629986355158,42.90348178323406,14739.219898823323,4223.972515921183,30794.68166470755,1009.5404674887529,10.939413320857453,<1H OCEAN,427636.5542921923
-117.90435666020103,39.97426021606928,24.42252505583391,35814.052873948465,673.2183124782814,22704.957318647685,3074.051122693687,11.43029883818635,ISLAND,343846.72919377295
-118.97320976771138,38.584518346584254,19.24771153159753,26659.188974978377,2613.7748825566764,31474.01439336722,2924.7614727195482,3.676358009368308,<1H OCEAN,276023.68906792434
-123.4852124875001,40.50581729094242,26.204834809765295,31495.906296039808,4738.375861483417,21823.815377723062,3750.924224566485,6.924079661209832,<1H OCEAN,374670.1279092526
-121.21353535763389,40.672942009598025,43.240711874298135,18174.90823186007,5069.055925181433,4597.685156252834,5677.175177053576,9.458291321544653,INLAND,52667.69690159517
-114.91734114033346,39.08362976715035,18.09561041591451,25210.628283807404,769.3028262697848,10841.280813548303,3479.0488791331154,11.664617463995713,<1H OCEAN,316598.33992930676
-121.60438109333028,40.37013328363672,9.861841249922934,9936.847582510814,1.1996417761403206,7065.217803991235,3241.763383404933,2.007410950729649,NEAR BAY,431332.76071815647
-122.55105127908777,38.974714616692836,37.31271503686982,28219.022289678884,4629.178661178052,31809.20094059703,302.887274675049,14.454297088590662,NEAR OCEAN,210604.94922863969
-119.10547239722437,38.801407717603006,43.12488884811217,17105.198145466085,2318.5185477343502,26614.72115486003,378.38194863212556,13.408199723041061,INLAND,98730.21041731257
-114.143495458894,38.18611378215184,6.1325114047002,17702.935501560194,1654.8741741870733,23674.913716743482,1124.8934011694066,4.420054562185973,<1H OCEAN,239394.7623844428
-121.57944728488499,39.527166395576415,13.233579750553181,25973.59433842611,84.82065616212583,10535.918288147865,195.79215937879792,12.430023523968813,NEAR BAY,377197.0020763281
-117.27864452594122,33.586051052930735,8.24057147781069,37451.35229751413,3512.4058445429864,6444.014887441323,4460.374020524504,8.015696884077439,NEAR OCEAN,98285.54466680263
-116.38380384671282,40.80870759198928,18.745011990690497,2562.1258516516195,5532.628629533456,26476.518726347946,4340.258493659785,7.1961939826492705,INLAND,142721.8520958005
-121.62362456007601,40.71843527745232,23.967899924176045,32990.08000740561,6224.648069125548,16597.10563193015,817.201350355426,5.059294534265378,NEAR BAY,116398.33107291497
-116.71783651388141,32.29247283034559,39.19014318512863,11696.7396502669,3677.7764340357667,7904.956956615568,5016.63732587089,8.92404450615809,<1H OCEAN,408626.4900088512
-120.32216867280746,40.25816750564763,34.20852682896538,17757.8903413461,3344.484168981572,21582.919369850133,929.5614230418257,11.083392206702168,ISLAND,78301.68010361907
-117.67694169406421,33.288698674734455,32.66735694139999,878.4893243428082,553.7814492945779,1414.563823289404,1807.7523463971554,6.458527121959994,ISLAND,358963.92595149484
-117.66470289239105,35.351188542591416,18.971122277092373,12043.241021216852,3568.1243372253557,11417.980383726488,1494.6124180690288,9.623678298620236,INLAND,214905.6143389361
-118.64225315925242,39.43508256291608,43.91382520732276,20106.24444271996,2470.4840341961,16401.08913970594,2234.4702843397135,10.640037356751904,NEAR BAY,390106.05929838604
-123.09710229945591,33.60759896048308,25.035645537306394,2248.930741742866,3946.7721904623663,5181.097818826876,1528.7279315738813,10.811266346721645,NEAR OCEAN,483972.53845281695
-115.64697504410762,40.17967024119062,50.93435183877288,19644.84698386784,2527.332534849677,34462.952752246616,2934.216607704274,1.2535084229021136,NEAR BAY,101545.38481391704
-120.79219935028264,40.32134177957742,33.34124905308258,37084.570933079376,1562.7040033039334,7320.78046854273,2445.039880246758,12.966343182433471,ISLAND,191473.26848035632
-122.13481489600146,37.074677337608364,7.43950181978964,4217.517937875993,618.1793237092189,4564.968492124164,5919.43037518518,7.144673064093195,INLAND,414556.44247348566
-123.59224858445236,32.06385871716834,35.485055665847135,30578.10024156402,2047.6549713832333,7126.109981419713,336.50217441922575,4.305033184595109,<1H OCEAN,169771.27372302942
